mouse_ens_id	mouse_gene_symbol	human_ens_id	human_gene_symbol	human_chromosome	human_gene_start_bp
ENSMUSG00000093734	Gm25082	ENSG00000252464	RN7SKP70	5	178619728
ENSMUSG00000065437	Mir30d	ENSG00000199153	MIR30D	8	134804876
ENSMUSG00000042596	Tfap2d	ENSG00000008197	TFAP2D	6	50713526
ENSMUSG00000025128	Bhlhe22	ENSG00000180828	BHLHE22	8	64580365
ENSMUSG00000067049	Unc93a	ENSG00000112494	UNC93A	6	167271169
ENSMUSG00000087119	Atg4a-ps	ENSG00000101844	ATG4A	X	108091668
ENSMUSG00000007207	Stx1a	ENSG00000106089	STX1A	7	73699206
ENSMUSG00000065417	Mir340	ENSG00000198995	MIR340	5	180015303
ENSMUSG00000032357	Tinag	ENSG00000137251	TINAG	6	54307859
ENSMUSG00000040489	Sox30	ENSG00000039600	SOX30	5	157625679
ENSMUSG00000031326	Cdx4	ENSG00000131264	CDX4	X	73447254
ENSMUSG00000025056	Nr0b1	ENSG00000169297	NR0B1	X	30304206
ENSMUSG00000037217	Syn1	ENSG00000008056	SYN1	X	47571901
ENSMUSG00000029810	Tmem176b	ENSG00000106565	TMEM176B	7	150791285
ENSMUSG00000029830	Svopl	ENSG00000157703	SVOPL	7	138594285
ENSMUSG00000031595	Pdgfrl	ENSG00000104213	PDGFRL	8	17576433
ENSMUSG00000108763	NA	ENSG00000026950	BTN3A1	6	26402237
ENSMUSG00000015668	Pdzd11	ENSG00000120509	PDZD11	X	70286595
ENSMUSG00000031201	Brcc3	ENSG00000185515	BRCC3	X	155071420
ENSMUSG00000000889	Dbh	ENSG00000123454	DBH	9	133636363
ENSMUSG00000003161	Sri	ENSG00000075142	SRI	7	88205115
ENSMUSG00000020395	Itk	ENSG00000113263	ITK	5	157142933
ENSMUSG00000019996	Map7	ENSG00000135525	MAP7	6	136342281
ENSMUSG00000067925	Cxx1a	ENSG00000134590	RTL8C	X	135032355
ENSMUSG00000001376	Ccdc132	ENSG00000004766	VPS50	7	93232340
ENSMUSG00000002996	Hbp1	ENSG00000105856	HBP1	7	107168961
ENSMUSG00000044477	Zfand3	ENSG00000156639	ZFAND3	6	37819727
ENSMUSG00000056380	Gpr50	ENSG00000102195	GPR50	X	151176584
ENSMUSG00000048960	Prex2	ENSG00000046889	PREX2	8	67952046
ENSMUSG00000025858	Get4	ENSG00000239857	GET4	7	876554
ENSMUSG00000118541	NA	ENSG00000286131		8	32647202
ENSMUSG00000076469	Trbv13-2	ENSG00000211717	TRBV10-1	7	142399860
ENSMUSG00000076469	Trbv13-2	ENSG00000229769	TRBV10-2	7	142424965
ENSMUSG00000076469	Trbv13-2	ENSG00000275791	TRBV10-3	7	142544212
ENSMUSG00000074849	Spata31d1c	ENSG00000189357	SPATA31D4	9	81928514
ENSMUSG00000074849	Spata31d1c	ENSG00000186788	SPATA31D3	9	81943586
ENSMUSG00000074849	Spata31d1c	ENSG00000214929	SPATA31D1	9	81988772
ENSMUSG00000088692	Gm23838	ENSG00000202199	RNU1-115P	X	133238657
ENSMUSG00000052387	Trpm3	ENSG00000083067	TRPM3	9	70529063
ENSMUSG00000034891	Sncb	ENSG00000074317	SNCB	5	176620082
ENSMUSG00000068617	Efcab1	ENSG00000034239	EFCAB1	8	48710789
ENSMUSG00000037996	Slc24a2	ENSG00000155886	SLC24A2	9	19507452
ENSMUSG00000064671	Gm22807	ENSG00000201302	SNORA65	9	127448501
ENSMUSG00000029560	Snx8	ENSG00000106266	SNX8	7	2251770
ENSMUSG00000029811	Aoc1	ENSG00000002726	AOC1	7	150824627
ENSMUSG00000009563	Tor2a	ENSG00000160404	TOR2A	9	127731524
ENSMUSG00000037636	Slc25a43	ENSG00000077713	SLC25A43	X	119399336
ENSMUSG00000031351	Zfp185	ENSG00000147394	ZNF185	X	152914442
ENSMUSG00000048216	Gpr85	ENSG00000164604	GPR85	7	113078331
ENSMUSG00000029831	Npvf	ENSG00000105954	NPVF	7	25224570
ENSMUSG00000031200	Mtcp1	ENSG00000214827	MTCP1	X	155064034
ENSMUSG00000024924	Vldlr	ENSG00000147852	VLDLR	9	2621787
ENSMUSG00000002741	Ykt6	ENSG00000106636	YKT6	7	44200968
ENSMUSG00000034755	Pcdh11x	ENSG00000102290	PCDH11X	X	91779261
ENSMUSG00000034755	Pcdh11x	ENSG00000099715	PCDH11Y	Y	5000226
ENSMUSG00000065610	Mir29a	ENSG00000284032	MIR29A	7	130876747
ENSMUSG00000035062	Zc4h2	ENSG00000126970	ZC4H2	X	64915802
ENSMUSG00000104633	NA	ENSG00000122512	PMS2	7	5970925
ENSMUSG00000024579	Pcyox1l	ENSG00000145882	PCYOX1L	5	149358037
ENSMUSG00000077403	Gm25419	ENSG00000238297		7	107999791
ENSMUSG00000096268	Gm20914	ENSG00000186787	SPIN2B	X	57118551
ENSMUSG00000096268	Gm20914	ENSG00000147059	SPIN2A	X	57134530
ENSMUSG00000079580	Tmem217	ENSG00000172738	TMEM217	6	37212178
ENSMUSG00000086040	Wipf3	ENSG00000122574	WIPF3	7	29806486
ENSMUSG00000058022	Adtrp	ENSG00000111863	ADTRP	6	11712054
ENSMUSG00000064477	Gm23404	ENSG00000206776		8	119388348
ENSMUSG00000041245	Wnk3	ENSG00000196632	WNK3	X	54192823
ENSMUSG00000052406	Rexo4	ENSG00000148300	REXO4	9	133406059
ENSMUSG00000031387	Renbp	ENSG00000102032	RENBP	X	153935269
ENSMUSG00000015202	Cnksr3	ENSG00000153721	CNKSR3	6	154387515
ENSMUSG00000015659	Serac1	ENSG00000122335	SERAC1	6	158109519
ENSMUSG00000028447	Dctn3	ENSG00000137100	DCTN3	9	34613545
ENSMUSG00000045684	Lcn6	ENSG00000204003		9	136738167
ENSMUSG00000045684	Lcn6	ENSG00000267206	LCN6	9	136744017
ENSMUSG00000040985	Sun3	ENSG00000164744	SUN3	7	47987148
ENSMUSG00000062393	Dgkk	ENSG00000274588	DGKK	X	50365409
ENSMUSG00000033762	Recql4	ENSG00000160957	RECQL4	8	144511288
ENSMUSG00000036067	Slc2a6	ENSG00000160326	SLC2A6	9	133471094
ENSMUSG00000047242	Taf9b	ENSG00000187325	TAF9B	X	78129748
ENSMUSG00000096049	Gm2075	ENSG00000198692	EIF1AY	Y	20575776
ENSMUSG00000072995	Cpxcr1	ENSG00000147183	CPXCR1	X	88747225
ENSMUSG00000005124	Wisp1	ENSG00000104415	CCN4	8	133191039
ENSMUSG00000079479	Gm9112	ENSG00000268994	FAM236B	X	72781865
ENSMUSG00000079479	Gm9112	ENSG00000225396	FAM236D	X	72807425
ENSMUSG00000079479	Gm9112	ENSG00000283594	FAM236C	X	72912615
ENSMUSG00000079479	Gm9112	ENSG00000275520	FAM236A	X	72938163
ENSMUSG00000000247	Lhx2	ENSG00000106689	LHX2	9	124001670
ENSMUSG00000025246	Tbl1x	ENSG00000101849	TBL1X	X	9463295
ENSMUSG00000025246	Tbl1x	ENSG00000092377	TBL1Y	Y	6910686
ENSMUSG00000028351	Brinp1	ENSG00000078725	BRINP1	9	119153458
ENSMUSG00000091415	Ak9	ENSG00000155085	AK9	6	109492856
ENSMUSG00000094251	Gm25632	ENSG00000231587	SNORD62B	9	131490486
ENSMUSG00000064542	Gm22980	ENSG00000207199		8	39018615
ENSMUSG00000024340	Btnl2	ENSG00000204290	BTNL2	6	32393963
ENSMUSG00000093277	Gm26236	ENSG00000212586		6	38822307
ENSMUSG00000093277	Gm26236	ENSG00000206977		6	41832854
ENSMUSG00000093277	Gm26236	ENSG00000207100		X	133152754
ENSMUSG00000020372	Gnb2l1	ENSG00000204628	RACK1	5	181236897
ENSMUSG00000038668	Lpar1	ENSG00000198121	LPAR1	9	110873263
ENSMUSG00000037070	Rbmxl1	ENSG00000147274	RBMX	X	136848004
ENSMUSG00000039231	Suv39h1	ENSG00000101945	SUV39H1	X	48695554
ENSMUSG00000046432	Ngfrap1	ENSG00000166681	BEX3	X	103376395
ENSMUSG00000036198	Arhgap36	ENSG00000147256	ARHGAP36	X	131058346
ENSMUSG00000045179	Sox3	ENSG00000134595	SOX3	X	140502985
ENSMUSG00000039747	Orai2	ENSG00000160991	ORAI2	7	102433106
ENSMUSG00000040147	Maob	ENSG00000069535	MAOB	X	43766610
ENSMUSG00000022048	Dpysl2	ENSG00000092964	DPYSL2	8	26514031
ENSMUSG00000051159	Cited1	ENSG00000125931	CITED1	X	72301638
ENSMUSG00000029621	Arpc1a	ENSG00000241685	ARPC1A	7	99325898
ENSMUSG00000021559	Dapk1	ENSG00000196730	DAPK1	9	87497228
ENSMUSG00000079487	Med12	ENSG00000184634	MED12	X	71118556
ENSMUSG00000024403	Atp6v1g2	ENSG00000213760	ATP6V1G2	6	31544462
ENSMUSG00000019795	Pcmt1	ENSG00000120265	PCMT1	6	149749443
ENSMUSG00000070420	Zscan25	ENSG00000197037	ZSCAN25	7	99616946
ENSMUSG00000088304	Gm24504	ENSG00000251842	RNU6-732P	5	149057554
ENSMUSG00000028969	Cdk5	ENSG00000164885	CDK5	7	151053815
ENSMUSG00000043557	Mdga1	ENSG00000112139	MDGA1	6	37630679
ENSMUSG00000028238	Atp6v0d2	ENSG00000147614	ATP6V0D2	8	85987323
ENSMUSG00000025933	Tmem14a	ENSG00000096092	TMEM14A	6	52671113
ENSMUSG00000028218	Fam92a	ENSG00000188343	CIBAR1	8	93698561
ENSMUSG00000039648	Ccbl1	ENSG00000286112		9	128819663
ENSMUSG00000039648	Ccbl1	ENSG00000171097	KYAT1	9	128832942
ENSMUSG00000067750	Khdc1a	ENSG00000243501		6	73209746
ENSMUSG00000067750	Khdc1a	ENSG00000256980	KHDC1L	6	73223544
ENSMUSG00000067750	Khdc1a	ENSG00000135314	KHDC1	6	73241314
ENSMUSG00000029661	Col1a2	ENSG00000164692	COL1A2	7	94394895
ENSMUSG00000020340	Cyfip2	ENSG00000055163	CYFIP2	5	157266079
ENSMUSG00000015568	Lpl	ENSG00000175445	LPL	8	19901717
ENSMUSG00000032625	Thsd7a	ENSG00000005108	THSD7A	7	11370365
ENSMUSG00000018589	Glra2	ENSG00000101958	GLRA2	X	14529298
ENSMUSG00000054417	Cyp3a44	ENSG00000106258	CYP3A5	7	99648194
ENSMUSG00000054417	Cyp3a44	ENSG00000282301	CYP3A7-CYP3A51P	7	99684957
ENSMUSG00000054417	Cyp3a44	ENSG00000160870	CYP3A7	7	99705036
ENSMUSG00000054417	Cyp3a44	ENSG00000160868	CYP3A4	7	99756960
ENSMUSG00000054417	Cyp3a44	ENSG00000021461	CYP3A43	7	99828013
ENSMUSG00000020650	Bcap29	ENSG00000288558		7	107563971
ENSMUSG00000020650	Bcap29	ENSG00000075790	BCAP29	7	107579977
ENSMUSG00000057098	Ebf1	ENSG00000164330	EBF1	5	158695916
ENSMUSG00000031540	Kat6a	ENSG00000083168	KAT6A	8	41929479
ENSMUSG00000073413	Ly6g6d	ENSG00000244355	LY6G6D	6	31715356
ENSMUSG00000051285	Pcmtd1	ENSG00000168300	PCMTD1	8	51817575
ENSMUSG00000050015	Olfr350	ENSG00000239590	OR1J4	9	122519141
ENSMUSG00000078453	Abracl	ENSG00000146386	ABRACL	6	139028745
ENSMUSG00000039814	Xkr5	ENSG00000275591	XKR5	8	6808517
ENSMUSG00000019851	Perp	ENSG00000112378	PERP	6	138088505
ENSMUSG00000025665	Rps6ka6	ENSG00000072133	RPS6KA6	X	84058346
ENSMUSG00000015671	Psma2	ENSG00000256646		7	42909273
ENSMUSG00000015671	Psma2	ENSG00000106588	PSMA2	7	42916861
ENSMUSG00000029578	Wipi2	ENSG00000157954	WIPI2	7	5190196
ENSMUSG00000039089	L3mbtl3	ENSG00000198945	L3MBTL3	6	130013699
ENSMUSG00000066000	2610305D13Rik	ENSG00000196378	ZNF34	8	144772224
ENSMUSG00000002763	Pex6	ENSG00000124587	PEX6	6	42963865
ENSMUSG00000019763	Rmnd1	ENSG00000155906	RMND1	6	151404762
ENSMUSG00000031574	Star	ENSG00000147465	STAR	8	38142700
ENSMUSG00000089308	Gm24837	ENSG00000238886	SNORD121A	9	33952769
ENSMUSG00000026791	Slc2a8	ENSG00000136856	SLC2A8	9	127397138
ENSMUSG00000065398	Mir188	ENSG00000207768	MIR188	X	50003503
ENSMUSG00000044628	Rnf208	ENSG00000212864	RNF208	9	137220247
ENSMUSG00000073008	Gpr174	ENSG00000147138	GPR174	X	79144663
ENSMUSG00000038838	Vars2	ENSG00000137411	VARS2	6	30914205
ENSMUSG00000065273	Gm25128	ENSG00000201785	SNORD117	6	31536374
ENSMUSG00000088981	Gm25601	ENSG00000238420	RNU6-437P	6	107930088
ENSMUSG00000116953	NA	ENSG00000130023	ERMARD	6	169751622
ENSMUSG00000020374	Rasgef1c	ENSG00000146090	RASGEF1C	5	180100795
ENSMUSG00000020000	Moxd1	ENSG00000079931	MOXD1	6	132296055
ENSMUSG00000031379	Pir	ENSG00000087842	PIR	X	15384799
ENSMUSG00000001739	Cldn15	ENSG00000106404	CLDN15	7	101232092
ENSMUSG00000076750	Tcrg-V3	ENSG00000211693	TRGV11	7	38291616
ENSMUSG00000064659	Gm26131	ENSG00000202024	RNU6-934P	X	101325404
ENSMUSG00000055838	Olfr357	ENSG00000165202	OR1Q1	9	122614738
ENSMUSG00000064202	4430402I18Rik	ENSG00000106686	SPATA6L	9	4553386
ENSMUSG00000025043	Dusp21	ENSG00000189037	DUSP21	X	44844021
ENSMUSG00000024018	Ccdc167	ENSG00000198937	CCDC167	6	37482938
ENSMUSG00000021337	Scgn	ENSG00000079689	SCGN	6	25652201
ENSMUSG00000108981	NA	ENSG00000177324	BEND2	X	18162931
ENSMUSG00000101355	Hist1h3h	ENSG00000277775	H3C7	6	26250142
ENSMUSG00000088616	Gm26000	ENSG00000200106	RNU6-984P	9	109196201
ENSMUSG00000001524	Gtf2h4	ENSG00000213780	GTF2H4	6	30908207
ENSMUSG00000050029	Rap2c	ENSG00000123728	RAP2C	X	132203024
ENSMUSG00000004113	Cacna1b	ENSG00000148408	CACNA1B	9	137877782
ENSMUSG00000090122	Kcne1l	ENSG00000176076	KCNE5	X	109623700
ENSMUSG00000044288	Cnr1	ENSG00000118432	CNR1	6	88139864
ENSMUSG00000031283	Chrdl1	ENSG00000101938	CHRDL1	X	110673856
ENSMUSG00000022330	Osr2	ENSG00000164920	OSR2	8	98944403
ENSMUSG00000037772	Mrpl23	ENSG00000276345		KI270721.1	2585
ENSMUSG00000065091	Gm23678	ENSG00000271932	RNU6-85P	7	140884072
ENSMUSG00000046269	Usp27x	ENSG00000273820	USP27X	X	49879484
ENSMUSG00000019889	Ptprk	ENSG00000152894	PTPRK	6	127968779
ENSMUSG00000040557	Wbscr27	ENSG00000165171	METTL27	7	73834590
ENSMUSG00000038729	Akap2	ENSG00000157654	PALM2AKAP2	9	109498325
ENSMUSG00000035799	Twist1	ENSG00000122691	TWIST1	7	19020991
ENSMUSG00000042498	D330045A20Rik	ENSG00000147231	RADX	X	106611930
ENSMUSG00000073460	Pnldc1	ENSG00000146453	PNLDC1	6	159800249
ENSMUSG00000015405	Ace2	ENSG00000130234	ACE2	X	15561033
ENSMUSG00000032344	Mb21d1	ENSG00000164430	CGAS	6	73413515
ENSMUSG00000005373	Mlxipl	ENSG00000009950	MLXIPL	7	73593194
ENSMUSG00000021557	Agtpbp1	ENSG00000135049	AGTPBP1	9	85546539
ENSMUSG00000044149	Nkrf	ENSG00000186416	NKRF	X	119588337
ENSMUSG00000071521	Try10	ENSG00000204983	PRSS1	7	142749468
ENSMUSG00000071521	Try10	ENSG00000275896	PRSS2	7	142760398
ENSMUSG00000071521	Try10	ENSG00000010438	PRSS3	9	33750466
ENSMUSG00000079659	Tmem243	ENSG00000135185	TMEM243	7	87196160
ENSMUSG00000022550	Adck5	ENSG00000173137	ADCK5	8	144373101
ENSMUSG00000002944	Cd36	ENSG00000135218	CD36	7	80369575
ENSMUSG00000047678	Gpr82	ENSG00000171657	GPR82	X	41724181
ENSMUSG00000021975	Ints9	ENSG00000104299	INTS9	8	28767661
ENSMUSG00000022526	Zfp251	ENSG00000198169	ZNF251	8	144720907
ENSMUSG00000025431	Crisp1	ENSG00000096006	CRISP3	6	49727384
ENSMUSG00000040365	Trim41	ENSG00000146063	TRIM41	5	181222499
ENSMUSG00000091556	Gm14569	ENSG00000250423	KIAA1210	X	119078635
ENSMUSG00000038319	Kcnh2	ENSG00000055118	KCNH2	7	150944961
ENSMUSG00000006169	Clint1	ENSG00000113282	CLINT1	5	157785743
ENSMUSG00000079349	Magea5	ENSG00000124260	MAGEA10	X	152133310
ENSMUSG00000034463	Scara3	ENSG00000168077	SCARA3	8	27633868
ENSMUSG00000085079	Khdc1b	ENSG00000243501		6	73209746
ENSMUSG00000085079	Khdc1b	ENSG00000256980	KHDC1L	6	73223544
ENSMUSG00000085079	Khdc1b	ENSG00000135314	KHDC1	6	73241314
ENSMUSG00000063568	Jazf1	ENSG00000153814	JAZF1	7	27830573
ENSMUSG00000020428	Gabra6	ENSG00000145863	GABRA6	5	161547063
ENSMUSG00000039601	Rcan2	ENSG00000172348	RCAN2	6	46220736
ENSMUSG00000070972	Dnajc25	ENSG00000059769	DNAJC25	9	111631334
ENSMUSG00000025920	Stau2	ENSG00000040341	STAU2	8	73420369
ENSMUSG00000093910	Zfp853	ENSG00000236609	ZNF853	7	6615610
ENSMUSG00000064994	Gm22422	ENSG00000252724		9	39892446
ENSMUSG00000064994	Gm22422	ENSG00000276094		9	41573512
ENSMUSG00000064994	Gm22422	ENSG00000252133		9	62358191
ENSMUSG00000064994	Gm22422	ENSG00000278010		9	67797087
ENSMUSG00000061778	Mospd2	ENSG00000130150	MOSPD2	X	14873421
ENSMUSG00000021365	Nedd9	ENSG00000111859	NEDD9	6	11183298
ENSMUSG00000095636	Gm22950	ENSG00000207044	RNU6-1226P	6	112196440
ENSMUSG00000084445	Gm26252	ENSG00000201330	SNORD32B	6	29582249
ENSMUSG00000036611	Eepd1	ENSG00000122547	EEPD1	7	36153254
ENSMUSG00000003546	Klc4	ENSG00000137171	KLC4	6	43040777
ENSMUSG00000040514	4921511H03Rik	ENSG00000164645	TEX47	7	88794106
ENSMUSG00000039518	Cdsn	ENSG00000204539	CDSN	6	31115087
ENSMUSG00000015085	Entpd2	ENSG00000054179	ENTPD2	9	137048107
ENSMUSG00000026154	1110058L19Rik	ENSG00000154079	SDHAF4	6	70566917
ENSMUSG00000020577	Tspan13	ENSG00000106537	TSPAN13	7	16753755
ENSMUSG00000029840	Mtpn	ENSG00000105887	MTPN	7	135926760
ENSMUSG00000006386	Tek	ENSG00000120156	TEK	9	27109141
ENSMUSG00000064776	Gm25203	ENSG00000238297		7	107999791
ENSMUSG00000084678	Gm26020	ENSG00000222465	RNU2-5P	9	70188571
ENSMUSG00000039087	Rreb1	ENSG00000124782	RREB1	6	7107597
ENSMUSG00000074734	4933416C03Rik	ENSG00000102387	TAF7L	X	101268253
ENSMUSG00000022055	Nefl	ENSG00000277586	NEFL	8	24950955
ENSMUSG00000015243	Abca1	ENSG00000165029	ABCA1	9	104781006
ENSMUSG00000022323	Hrsp12	ENSG00000132541	RIDA	8	98102344
ENSMUSG00000023964	Calcr	ENSG00000004948	CALCR	7	93424486
ENSMUSG00000080486	Snord100	ENSG00000221500	SNORD100	6	132816802
ENSMUSG00000021319	Sfrp4	ENSG00000106483	SFRP4	7	37905932
ENSMUSG00000041073	Nacad	ENSG00000136274	NACAD	7	45080437
ENSMUSG00000035395	Pet2	ENSG00000189186	DCAF8L2	X	27590382
ENSMUSG00000035395	Pet2	ENSG00000226372	DCAF8L1	X	27977992
ENSMUSG00000002014	Ssr4	ENSG00000180879	SSR4	X	153793516
ENSMUSG00000021339	Mrs2	ENSG00000124532	MRS2	6	24402908
ENSMUSG00000026864	Hspa5	ENSG00000044574	HSPA5	9	125234853
ENSMUSG00000067597	Dgat2l6	ENSG00000184210	DGAT2L6	X	70177483
ENSMUSG00000000934	Top1mt	ENSG00000184428	TOP1MT	8	143304384
ENSMUSG00000051956	Rnf133	ENSG00000188050	RNF133	7	122697735
ENSMUSG00000037321	Tap1	ENSG00000168394	TAP1	6	32845209
ENSMUSG00000065200	Gm24613	ENSG00000201302	SNORA65	9	127448501
ENSMUSG00000038365	Fbxo25	ENSG00000147364	FBXO25	8	406428
ENSMUSG00000019970	Sgk1	ENSG00000118515	SGK1	6	134169246
ENSMUSG00000031377	Bmx	ENSG00000102010	BMX	X	15464246
ENSMUSG00000051920	Rspo2	ENSG00000147655	RSPO2	8	107899316
ENSMUSG00000087512	Gm11985	ENSG00000283247	CCDC201	7	45859994
ENSMUSG00000027499	Pkia	ENSG00000171033	PKIA	8	78516340
ENSMUSG00000063953	Amd2	ENSG00000123505	AMD1	6	110874770
ENSMUSG00000031398	Plxna3	ENSG00000130827	PLXNA3	X	154458281
ENSMUSG00000015776	Med22	ENSG00000148297	MED22	9	133338312
ENSMUSG00000045672	Col27a1	ENSG00000196739	COL27A1	9	114155537
ENSMUSG00000032342	Mto1	ENSG00000135297	MTO1	6	73461578
ENSMUSG00000037343	Taf2	ENSG00000064313	TAF2	8	119730774
ENSMUSG00000060487	Samd5	ENSG00000203727	SAMD5	6	147508690
ENSMUSG00000025867	Cplx2	ENSG00000145920	CPLX2	5	175796310
ENSMUSG00000051209	Gpr119	ENSG00000147262	GPR119	X	130384345
ENSMUSG00000069911	Fam196b	ENSG00000204767	INSYN2B	5	169861303
ENSMUSG00000031584	Gsr	ENSG00000104687	GSR	8	30678066
ENSMUSG00000029017	Pmpcb	ENSG00000105819	PMPCB	7	103297435
ENSMUSG00000040260	Daam2	ENSG00000146122	DAAM2	6	39792298
ENSMUSG00000076467	Trbv13-1	ENSG00000211717	TRBV10-1	7	142399860
ENSMUSG00000076467	Trbv13-1	ENSG00000229769	TRBV10-2	7	142424965
ENSMUSG00000076467	Trbv13-1	ENSG00000275791	TRBV10-3	7	142544212
ENSMUSG00000060261	Gtf2i	ENSG00000263001	GTF2I	7	74650231
ENSMUSG00000077276	Gm22784	ENSG00000206622	SNORA69	X	119787353
ENSMUSG00000036452	Arhgap26	ENSG00000145819	ARHGAP26	5	142770377
ENSMUSG00000021466	Ptch1	ENSG00000185920	PTCH1	9	95442980
ENSMUSG00000060681	Slc9a6	ENSG00000198689	SLC9A6	X	135973841
ENSMUSG00000100194	Tgif2lx2	ENSG00000153779	TGIF2LX	X	89921908
ENSMUSG00000100194	Tgif2lx2	ENSG00000176679	TGIF2LY	Y	3579067
ENSMUSG00000031389	Arhgap4	ENSG00000089820	ARHGAP4	X	153907367
ENSMUSG00000050541	Adra1b	ENSG00000170214	ADRA1B	5	159865080
ENSMUSG00000018340	Anxa6	ENSG00000197043	ANXA6	5	151100706
ENSMUSG00000001844	Zdhhc4	ENSG00000136247	ZDHHC4	7	6577434
ENSMUSG00000051978	Erich1	ENSG00000104714	ERICH1	8	614746
ENSMUSG00000039485	Tspyl4	ENSG00000187189	TSPYL4	6	116249964
ENSMUSG00000020598	Nrcam	ENSG00000091129	NRCAM	7	108147623
ENSMUSG00000064992	Gm22421	ENSG00000271923	RNU6-86P	9	87998229
ENSMUSG00000076490	Trbc1	ENSG00000211751	TRBC1	7	142791694
ENSMUSG00000076490	Trbc1	ENSG00000211772	TRBC2	7	142801041
ENSMUSG00000109713	NA	ENSG00000213413	PVRIG	7	100218241
ENSMUSG00000031273	Col4a6	ENSG00000197565	COL4A6	X	108155607
ENSMUSG00000032328	Tmem30a	ENSG00000112697	TMEM30A	6	75252924
ENSMUSG00000013878	Rnf170	ENSG00000120925	RNF170	8	42849637
ENSMUSG00000033845	Mrpl15	ENSG00000137547	MRPL15	8	54135241
ENSMUSG00000049122	Frmd3	ENSG00000172159	FRMD3	9	83242990
ENSMUSG00000040532	Abhd11	ENSG00000106077	ABHD11	7	73736094
ENSMUSG00000028398	Tmem261	ENSG00000137038	DMAC1	9	7796500
ENSMUSG00000095302	Ssty2	ENSG00000186787	SPIN2B	X	57118551
ENSMUSG00000095302	Ssty2	ENSG00000147059	SPIN2A	X	57134530
ENSMUSG00000029726	Mepce	ENSG00000146834	MEPCE	7	100428790
ENSMUSG00000031166	Wdr13	ENSG00000101940	WDR13	X	48590042
ENSMUSG00000014813	Stc1	ENSG00000159167	STC1	8	23841929
ENSMUSG00000026848	Tor1b	ENSG00000136816	TOR1B	9	129803157
ENSMUSG00000031150	Ccdc120	ENSG00000147144	CCDC120	X	49053572
ENSMUSG00000094703	Gm24486	ENSG00000207041	RNU6-3P	X	141118030
ENSMUSG00000101972	Hist1h3i	ENSG00000197153	H3C12	6	27890315
ENSMUSG00000019877	Serinc1	ENSG00000111897	SERINC1	6	122443351
ENSMUSG00000061024	Rrs1	ENSG00000179041	RRS1	8	66429014
ENSMUSG00000002012	Pnck	ENSG00000130822	PNCK	X	153669733
ENSMUSG00000007033	Hspa1l	ENSG00000204390	HSPA1L	6	31809619
ENSMUSG00000023403	Stk31	ENSG00000196335	STK31	7	23710203
ENSMUSG00000090084	Srpx	ENSG00000101955	SRPX	X	38149336
ENSMUSG00000079165	Sap25	ENSG00000205307	SAP25	7	100572228
ENSMUSG00000032827	Ppp1r9a	ENSG00000158528	PPP1R9A	7	94907202
ENSMUSG00000078719	Msmp	ENSG00000215183	MSMP	9	35752990
ENSMUSG00000089131	Gm24769	ENSG00000252249		6	93879106
ENSMUSG00000089131	Gm24769	ENSG00000252719		X	139909904
ENSMUSG00000028389	Zfp37	ENSG00000136866	ZFP37	9	113038377
ENSMUSG00000094669	Olfr441	ENSG00000221938	OR2A14	7	144123176
ENSMUSG00000015994	Fnta	ENSG00000168522	FNTA	8	43034194
ENSMUSG00000039005	Tlr4	ENSG00000136869	TLR4	9	117704175
ENSMUSG00000065540	Mir126a	ENSG00000199161	MIR126	9	136670602
ENSMUSG00000026822	Lcn2	ENSG00000148346	LCN2	9	128149071
ENSMUSG00000056537	Rlim	ENSG00000131263	RLIM	X	74582976
ENSMUSG00000024308	Tapbp	ENSG00000231925	TAPBP	6	33299694
ENSMUSG00000028248	Pnisr	ENSG00000132424	PNISR	6	99398050
ENSMUSG00000051517	Arhgef39	ENSG00000137135	ARHGEF39	9	35658875
ENSMUSG00000003970	Rpl8	ENSG00000161016	RPL8	8	144789765
ENSMUSG00000023973	Cnpy3	ENSG00000137161	CNPY3	6	42929192
ENSMUSG00000094658	Rbmy	ENSG00000242875	RBMY1B	Y	21511338
ENSMUSG00000094658	Rbmy	ENSG00000234414	RBMY1A1	Y	21511372
ENSMUSG00000094658	Rbmy	ENSG00000244395	RBMY1D	Y	21880076
ENSMUSG00000094658	Rbmy	ENSG00000242389	RBMY1E	Y	21903618
ENSMUSG00000094658	Rbmy	ENSG00000169800	RBMY1F	Y	22168542
ENSMUSG00000094658	Rbmy	ENSG00000226941	RBMY1J	Y	22403461
ENSMUSG00000020330	Hmmr	ENSG00000072571	HMMR	5	163460203
ENSMUSG00000049173	Myoz3	ENSG00000164591	MYOZ3	5	150660882
ENSMUSG00000024174	Pot1b	ENSG00000128513	POT1	7	124822386
ENSMUSG00000052821	Cysltr1	ENSG00000173198	CYSLTR1	X	78271468
ENSMUSG00000018001	Cyth3	ENSG00000008256	CYTH3	7	6161776
ENSMUSG00000094362	Gm21002	ENSG00000164822	DEFA6	8	6924697
ENSMUSG00000094362	Gm21002	ENSG00000164821	DEFA4	8	6935820
ENSMUSG00000094362	Gm21002	ENSG00000206047	DEFA1	8	6977649
ENSMUSG00000094362	Gm21002	ENSG00000240247	DEFA1B	8	6996766
ENSMUSG00000094362	Gm21002	ENSG00000239839	DEFA3	8	7015869
ENSMUSG00000094362	Gm21002	ENSG00000164816	DEFA5	8	7055304
ENSMUSG00000064581	Gm25133	ENSG00000202189	SNORA30B	9	20786927
